"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g16","R","101","1736","431","811","67","8","18","7","0","11","3","380","863","873","148","79","113","13","12","26","14","4","0","0","0","0","3","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","4","5","6","0","0","19","28","21","29","35","47","0","26","44","25","47","55","55","0","33","52","67","66","100","104","0","24","55","49","82","87","92","0","30","47","40","24","32","25","0","26","48","29","33","29","17","0","4","15","12","7","15","11","0","3","7","11","8","13","8","142","27","34","20","46","17","45","7","93","215","59","103","48","74","35","75","29","173","143","44","42","32","31","14","32","8","34","47","14","9","8","8","5","5","1","17"
"g16","R","102","1950","388","1094","71","2","26","20","0","11","1","337","966","984","61","77","30","11","8","28","6","5","0","0","0","0","2","1","3","0","0","0","1","0","0","0","0","1","3","0","0","0","2","4","1","0","0","8","20","12","17","47","62","0","3","25","23","35","60","76","0","16","56","66","74","161","190","0","19","45","62","98","151","156","0","23","25","29","20","33","41","0","6","32","32","37","37","22","0","3","11","14","12","17","9","0","3","13","10","12","16","11","133","28","38","24","31","16","38","15","65","356","76","115","66","79","57","94","23","228","134","30","45","21","35","9","20","5","38","64","17","13","9","7","5","4","2","10"
"g16","R","103","1388","289","758","57","4","13","11","0","7","0","249","697","691","54","57","35","6","10","23","5","3","0","1","1","0","2","1","0","0","0","0","3","0","0","2","0","0","0","0","0","0","1","2","2","0","0","10","19","9","16","27","44","0","12","17","17","30","45","43","0","29","47","49","67","97","101","0","21","44","38","68","82","115","0","10","28","32","16","29","14","0","14","28","15","25","26","12","0","6","14","5","6","11","11","0","6","15","3","4","6","5","92","16","13","8","31","9","27","9","84","196","41","77","51","40","30","63","39","221","81","26","33","19","27","6","18","8","31","31","12","19","8","5","0","5","1","11"
"g16","R","104","837","178","453","36","0","6","8","0","1","1","154","414","423","24","26","8","1","5","18","7","4","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","1","0","1","0","0","5","8","5","11","14","35","0","3","11","3","15","28","40","0","10","25","19","26","73","90","0","7","17","24","27","61","74","0","8","14","12","5","20","14","0","8","15","13","15","18","12","0","3","3","2","2","6","4","0","2","6","11","4","7","2","64","12","8","5","11","12","15","9","42","110","28","39","36","38","22","49","9","122","55","15","27","6","14","3","12","6","16","28","4","0","3","3","4","2","1","7"
"g16","R","105","669","140","336","22","1","7","10","0","6","1","146","331","338","14","10","12","3","5","12","3","2","0","0","0","0","0","0","0","0","0","3","5","1","0","0","0","0","1","1","0","0","1","0","0","0","0","3","8","5","4","13","22","0","4","10","10","14","20","27","0","12","24","9","26","46","51","0","7","16","9","35","41","60","0","9","11","16","9","20","12","0","6","10","11","18","15","9","0","1","10","5","5","6","4","0","4","1","4","2","3","2","33","7","18","7","7","6","9","4","49","74","19","33","15","17","21","30","15","112","51","19","14","11","15","5","14","2","15","18","5","6","3","4","1","3","0","7"
"g16","R","106","1437","291","831","43","3","11","13","0","1","0","244","709","728","57","49","31","3","7","24","12","6","0","1","0","0","0","1","0","0","0","0","1","0","1","2","6","0","0","0","0","0","1","8","1","0","0","9","14","12","23","26","47","0","8","21","19","24","43","45","0","29","41","45","63","106","146","0","23","32","39","76","114","117","0","7","16","18","15","30","24","0","15","24","28","28","24","15","0","6","8","7","10","3","4","0","2","6","5","5","10","5","82","21","24","12","40","11","27","9","65","206","57","86","47","60","39","91","31","214","79","25","30","17","32","7","27","6","21","26","12","8","8","4","2","3","2","6"
"g16","R","107","567","161","258","11","1","5","7","1","2","0","121","263","304","69","33","44","13","6","6","5","0","0","1","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","3","0","1","0","0","6","5","5","9","20","18","0","10","12","12","18","18","28","0","8","19","22","28","24","24","0","12","18","22","17","33","31","0","13","14","13","8","11","5","0","8","15","11","9","13","1","0","2","5","2","2","0","0","0","5","5","4","2","0","0","46","10","13","11","5","7","25","3","41","71","20","38","18","23","5","20","5","58","36","17","18","9","10","4","11","2","14","11","2","8","2","2","0","0","0","2"
"g16","R","108","1653","481","710","55","3","16","11","0","4","1","372","750","903","121","61","113","17","20","36","11","3","0","3","1","0","0","0","0","0","2","0","1","0","5","2","1","0","0","0","2","0","2","4","2","1","0","23","28","22","25","30","65","0","20","37","36","47","50","98","0","16","35","45","50","60","142","0","14","37","40","55","48","168","0","18","31","36","24","19","35","0","26","55","37","32","22","37","0","5","9","10","4","9","9","0","3","14","6","8","6","7","212","29","37","22","38","41","34","9","59","212","61","64","37","47","65","68","32","124","157","34","62","19","33","23","23","8","13","40","11","18","6","8","2","2","1","2"
"g16","R","109","1620","571","555","56","3","19","17","1","12","1","385","751","869","125","34","68","14","13","15","14","3","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","3","0","2","2","3","1","0","24","48","36","31","50","49","0","23","55","40","46","77","92","0","18","39","26","43","71","73","0","16","37","29","38","76","89","0","21","54","30","30","28","22","0","17","60","31","40","35","17","0","7","15","11","12","8","5","0","6","11","7","9","8","10","218","45","54","28","47","28","46","9","96","153","37","53","35","39","20","42","19","157","165","36","46","15","33","12","25","12","41","53","7","18","8","6","4","3","1","9"
"g16","R","110","887","277","351","28","2","16","9","0","11","1","192","411","476","45","22","43","11","8","12","2","3","0","1","0","0","2","1","0","0","2","2","2","0","2","2","0","0","1","0","0","0","3","1","0","0","0","12","22","12","15","21","29","0","16","34","21","23","34","38","0","10","20","14","28","45","60","0","6","19","14","35","53","47","0","8","23","11","17","15","8","0","14","31","16","18","23","8","0","4","12","6","4","7","8","0","2","9","4","5","3","3","118","21","23","15","19","14","13","8","46","103","25","33","24","15","15","32","10","94","80","20","17","27","17","3","8","2","18","33","9","6","5","2","0","1","3","8"
