"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g20","V","206","2011","865","606","75","2","27","19","1","12","0","404","961","1050","90","36","33","5","40","22","15","6","3","0","2","0","4","2","2","0","1","1","2","0","1","0","0","0","1","0","0","0","5","4","2","3","0","25","25","43","52","62","149","0","30","54","74","70","85","196","0","17","24","34","38","71","119","0","7","20","33","44","69","130","0","27","34","36","32","28","70","0","19","24","30","27","33","44","0","5","6","20","15","13","16","0","5","8","9","8","14","17","475","122","52","24","25","20","22","11","114","303","89","43","16","26","6","19","6","98","180","92","31","10","24","2","14","5","46","84","18","9","5","2","4","6","1","7"
"g20","V","207","1680","721","507","79","3","20","21","1","5","0","323","791","889","73","25","26","9","47","23","21","5","0","1","0","0","5","1","2","0","4","0","1","0","8","7","3","0","0","1","0","1","5","4","0","3","0","17","34","34","33","58","128","0","23","39","42","52","101","160","0","6","20","17","28","49","134","0","7","15","21","25","57","128","0","12","29","17","22","31","54","0","13","21","17","25","40","42","0","5","15","7","9","8","24","0","1","11","5","14","15","15","377","99","46","20","23","23","22","19","92","263","56","42","22","14","12","13","12","73","141","71","33","10","16","9","9","8","26","89","12","10","2","1","4","4","3","4"
"g20","V","208","2382","1035","672","84","9","36","23","0","14","2","507","1121","1261","84","47","35","8","44","24","11","6","0","3","1","0","3","2","2","1","5","1","2","0","11","0","7","6","1","1","0","1","8","5","8","0","0","26","55","43","38","72","167","1","23","72","77","62","122","277","0","13","30","32","33","85","149","0","9","10","31","37","77","166","0","14","31","46","36","60","93","0","23","27","35","39","47","56","0","6","18","10","17","20","27","0","9","4","13","9","22","13","580","141","75","26","38","18","24","8","125","346","73","62","25","28","13","22","7","96","249","114","34","17","19","11","13","8","42","108","28","9","3","6","4","1","3","6"
"g20","V","209","1274","606","380","39","5","16","10","0","7","0","211","589","685","51","19","18","6","29","19","18","4","0","0","0","0","3","1","0","0","2","0","2","0","0","0","1","0","0","1","0","0","8","4","1","1","0","10","19","19","23","46","122","0","20","45","16","31","65","190","0","8","9","11","14","34","112","0","3","2","8","13","38","128","0","4","14","21","13","19","48","0","6","10","12","18","17","29","0","2","8","5","6","4","18","0","1","4","5","4","5","15","315","86","36","13","23","12","19","16","86","184","55","36","8","8","7","11","6","65","93","35","20","9","13","6","12","7","16","45","11","5","3","4","3","2","0","4"
"g20","V","210","2397","1239","523","64","8","24","25","0","23","0","491","1154","1243","96","28","49","18","63","14","21","5","3","0","0","0","5","2","1","1","5","4","1","0","3","2","2","1","1","0","0","0","30","12","19","2","0","49","45","97","68","93","178","0","32","70","130","92","142","243","0","16","20","38","30","57","100","0","9","17","23","40","67","106","0","22","47","71","59","33","47","0","11","29","52","41","33","46","0","8","13","22","16","16","9","0","4","7","13","8","12","16","595","167","97","32","39","23","39","23","224","238","58","34","11","16","8","19","6","133","184","115","38","13","22","16","20","16","67","79","18","15","5","2","7","2","1","15"
"g20","V","211","2058","1071","427","64","4","32","24","0","13","1","422","999","1059","105","31","49","14","52","7","13","3","0","0","0","0","3","0","1","1","3","0","3","0","4","2","0","1","0","0","1","0","16","5","5","2","0","27","65","64","62","79","155","0","31","93","77","77","120","221","0","9","39","25","31","46","81","0","9","17","20","23","55","72","0","19","62","48","25","36","55","0","16","32","38","22","29","40","0","3","16","13","9","12","18","0","7","7","12","8","19","14","572","127","84","22","32","13","27","20","174","200","50","30","5","12","17","14","7","92","205","74","40","16","10","9","12","10","46","84","18","12","2","5","4","2","2","9"
"g20","V","212","2727","1463","567","81","4","31","21","3","21","1","535","1280","1447","104","31","30","12","95","23","20","3","1","0","0","0","2","3","2","1","2","0","4","0","4","1","0","0","0","0","0","0","8","3","4","1","0","35","48","73","68","87","286","0","43","65","112","98","174","374","0","7","22","31","33","52","141","0","7","14","19","28","66","147","0","21","30","46","52","52","105","0","15","34","36","24","45","75","0","5","12","11","8","20","35","0","1","9","10","10","25","16","707","223","115","37","46","22","48","34","231","248","58","51","21","20","19","18","15","117","217","113","48","21","21","15","20","8","72","88","22","8","9","6","2","8","2","17"
"g20","V","213","2385","1246","557","70","6","27","18","0","22","1","438","1140","1245","111","29","30","11","78","17","11","4","0","0","1","0","7","2","5","0","7","3","3","1","0","0","0","0","1","0","1","0","13","8","7","1","0","33","45","58","76","81","230","0","45","48","86","86","125","333","0","17","14","24","36","65","130","0","7","16","20","32","65","131","0","19","30","48","39","32","81","0","11","17","40","28","34","59","0","3","10","15","16","14","24","0","7","6","10","6","15","18","613","152","110","23","40","30","46","25","207","266","57","39","15","16","12","25","13","114","195","79","45","12","26","3","19","8","51","84","17","14","1","1","5","5","0","17"
"g20","V","214","978","478","260","21","2","6","4","0","5","0","202","502","476","27","9","11","5","25","11","12","1","2","2","2","0","2","0","1","0","13","1","6","0","3","0","2","0","2","2","0","0","4","0","0","0","0","54","28","24","25","20","76","0","71","23","27","20","40","70","0","14","8","9","9","17","67","0","9","4","13","12","25","73","0","46","12","13","16","16","23","0","17","6","9","10","11","23","0","6","4","7","1","4","3","0","0","1","5","2","3","2","276","50","26","10","16","9","12","12","67","120","19","9","5","14","5","7","2","79","119","26","13","4","8","5","8","2","17","26","3","4","1","1","0","0","1","2"
"g20","V","215","1302","721","214","24","0","7","15","0","3","0","318","704","598","58","12","27","3","32","7","13","0","0","0","1","0","5","4","4","1","8","0","4","0","4","2","5","0","5","1","3","0","5","0","3","0","1","158","30","38","22","29","65","0","152","34","41","40","35","76","0","38","16","12","10","24","26","0","15","7","10","11","13","32","0","102","29","22","20","18","13","0","52","15","14","13","8","12","0","9","5","4","4","6","3","0","5","2","5","3","2","1","498","58","34","9","21","7","13","4","77","111","25","17","4","6","3","3","1","44","207","54","12","5","10","5","7","1","17","37","3","5","0","0","0","0","0","4"
"g20","V","216","2579","1270","567","68","3","38","36","0","13","0","584","1326","1253","151","40","43","17","40","14","22","7","2","6","3","0","5","2","2","1","30","7","19","6","8","4","5","0","3","2","2","1","9","9","6","1","0","112","102","93","48","76","153","0","114","96","102","73","100","201","0","36","43","42","41","49","106","0","30","26","34","29","38","93","0","64","86","57","36","24","65","0","30","60","46","26","31","59","0","13","20","25","11","10","14","0","7","9","15","12","7","15","747","134","80","34","28","16","20","12","199","274","65","28","10","23","18","9","6","134","315","84","41","15","20","12","23","13","61","99","19","10","3","9","3","3","1","11"
"g20","V","217","427","242","51","10","0","0","7","0","1","0","116","223","204","33","4","10","2","10","2","4","0","2","1","0","0","4","1","3","0","16","0","6","0","5","0","1","0","6","0","0","0","6","0","1","0","0","84","11","3","10","3","5","0","87","7","14","11","5","2","1","29","0","3","0","1","1","0","11","3","0","1","1","0","0","46","3","7","7","1","0","0","40","2","5","5","0","0","0","7","0","1","0","0","0","0","6","3","1","0","0","0","203","14","6","6","2","2","7","2","0","41","5","1","0","0","0","1","0","3","83","23","2","1","0","1","5","0","1","15","3","0","0","0","0","0","0","0"
"g20","V","301","1674","830","388","44","3","16","22","0","12","0","359","818","856","119","41","60","13","51","9","23","6","4","3","2","0","6","1","2","1","11","1","7","0","15","2","5","1","9","6","6","2","12","4","1","2","0","65","64","50","36","42","95","0","79","67","62","65","72","133","0","28","27","20","36","44","52","0","10","22","15","37","28","69","0","32","49","45","27","21","26","0","30","25","32","21","25","26","0","11","13","10","10","9","6","0","4","5","10","2","4","13","514","105","61","17","27","9","15","6","76","217","41","23","9","18","10","7","10","53","204","79","21","6","10","5","3","4","27","66","16","3","1","5","1","1","1","3"
"g20","V","302","2394","1190","599","85","9","27","24","0","16","1","443","1130","1264","159","43","46","17","54","20","19","3","3","1","1","1","1","10","4","0","20","8","8","0","6","2","3","1","8","2","1","1","9","3","4","0","0","47","68","73","71","72","175","0","56","87","97","62","114","268","0","6","24","30","40","83","110","0","12","29","28","35","71","131","0","35","45","44","37","32","48","0","19","30","35","31","33","54","0","7","21","15","11","23","13","0","6","12","7","13","11","23","673","172","98","27","22","19","33","20","126","300","78","57","12","24","11","19","4","94","224","95","41","15","14","8","8","2","36","101","21","8","7","3","2","3","3","14"
"g20","V","303","3105","1754","527","81","7","27","39","0","11","0","659","1526","1579","180","35","62","18","73","18","23","6","9","4","8","1","13","1","3","0","25","4","10","2","3","4","0","1","8","1","2","0","15","6","6","1","0","90","153","130","104","101","201","0","110","176","167","149","138","235","0","23","50","42","35","60","71","0","23","52","37","27","36","71","0","53","92","80","57","47","53","0","31","68","67","38","37","36","0","7","17","20","13","13","14","0","8","22","14","12","16","9","1016","242","141","32","58","28","36","18","183","281","65","45","10","13","7","15","6","85","366","138","42","12","22","19","10","12","38","110","14","11","7","3","3","7","3","7"
"g20","V","304","2998","1496","720","82","4","36","27","0","14","0","619","1449","1549","119","41","40","9","84","27","28","7","3","3","8","0","5","12","1","0","17","9","13","1","12","4","8","2","2","3","0","0","10","2","4","1","0","82","85","103","78","125","169","0","91","111","132","107","167","246","0","25","35","44","54","104","98","0","14","46","43","51","97","109","0","44","82","58","58","55","64","0","33","40","47","47","45","46","0","9","17","16","15","17","12","0","6","13","12","12","18","16","841","188","89","31","47","21","38","30","211","324","101","43","24","38","11","17","17","145","304","133","52","16","18","6","17","12","61","97","25","13","2","6","1","5","0","14"
"g20","V","305","2605","1319","564","79","6","31","19","0","14","1","572","1284","1321","93","26","38","12","96","16","28","10","5","1","2","0","7","4","2","1","7","1","1","0","11","1","6","0","3","0","1","0","7","7","5","2","0","73","92","79","59","91","182","0","56","124","99","90","108","266","0","27","27","42","40","52","109","0","13","17","31","34","41","131","0","47","62","66","46","43","69","0","40","42","43","28","27","59","0","7","24","7","11","15","14","0","9","13","12","11","10","17","734","162","83","34","49","21","41","17","178","262","77","34","8","26","12","10","7","128","304","108","40","16","15","14","18","9","48","95","22","9","5","5","4","2","1","7"
"g20","V","306","2993","1637","460","83","8","40","38","0","33","0","694","1522","1471","207","41","64","17","73","17","41","8","2","0","1","0","6","0","2","1","12","4","6","2","8","0","5","0","3","5","2","1","7","7","6","1","0","105","211","101","89","100","134","0","141","229","132","101","115","179","0","28","45","44","40","55","54","0","18","34","19","23","47","53","0","63","132","89","35","42","41","0","38","92","56","32","32","42","0","18","21","18","16","21","20","0","9","27","13","18","8","13","1037","223","102","32","37","20","31","21","134","273","60","30","7","16","6","13","5","50","429","109","48","13","25","7","10","7","46","139","34","9","4","4","1","1","0","10"
"g20","V","307","1214","386","539","31","1","12","12","0","3","0","230","599","615","25","29","4","0","25","24","15","2","0","2","3","0","6","3","1","0","6","5","1","0","2","1","2","0","2","0","0","0","7","4","2","2","0","18","22","12","19","25","69","0","17","18","27","26","49","84","0","27","17","19","33","52","127","0","9","10","30","37","50","128","0","8","19","17","22","16","42","0","14","8","17","18","14","35","0","6","5","4","9","4","7","0","5","4","4","0","6","5","196","53","30","15","13","7","5","5","62","221","67","28","16","16","10","14","7","160","88","58","19","4","13","9","9","4","26","36","10","1","4","3","0","0","0","5"
