"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","USSDEM01","USSREP01","CNGDEM01","CNGDEM02","CNGIND01","CNGREP01","CNGREP02","SENDEM01","SENDEM02","SENREP01","SENPAF01","ASSDEM01","ASSDEM02","ASSIND01","ASSPAF01","ASSREP01","ASSREP02","PR_30_N","PR_30_Y","PR_31_N","PR_31_Y","PR_32_N","PR_32_Y","PR_33_N","PR_33_Y","PR_34_N","PR_34_Y","PR_35_N","PR_35_Y","PR_36_N","PR_36_Y","PR_37_N","PR_37_Y","PR_38_N","PR_38_Y","PR_39_N","PR_39_Y","PR_40_N","PR_40_Y"
"40","407","35","24","17","2","1214","0","0","0","0","0","0","0","0","0","996","0","0","0","0","0","0","0","0","0","0","0","8","508","8","12","3","449","523","430","547","0","0","414","0","484","0","430","0","366","0","0","0","574","0","435","519","485","374","488","435","484","427","504","402","155","775","268","647","492","447","663","257","364","532","219","644"
"40","408","35","24","17","2","890","0","0","0","0","0","0","0","0","0","674","0","0","0","0","0","0","0","0","0","0","0","3","314","3","14","3","328","326","327","321","0","0","326","0","285","0","338","0","217","0","0","0","419","0","284","367","331","259","351","282","360","264","371","249","87","552","192","436","346","292","442","190","251","370","165","433"
"40","409","35","24","17","2","1326","0","0","0","0","0","0","0","0","0","1103","0","0","0","0","0","0","0","0","0","0","0","5","545","5","13","1","518","556","520","579","0","0","496","0","507","0","521","0","372","0","0","0","682","0","475","598","577","400","556","486","581","449","599","443","168","881","308","730","578","485","749","285","447","568","237","744"
"40","410","35","24","17","2","984","0","0","0","0","0","0","0","0","0","764","0","0","0","0","0","0","0","0","0","0","0","2","378","5","8","5","359","389","353","394","0","0","351","0","342","0","358","0","261","0","0","0","444","0","338","394","388","294","368","351","401","311","455","261","121","601","232","486","384","344","506","205","311","394","187","497"
"40","411","35","24","17","2","1004","0","0","0","0","0","0","0","0","0","837","0","0","0","0","0","0","0","0","0","0","0","0","330","8","13","3","469","330","475","327","0","0","480","0","297","0","475","0","227","0","0","0","573","0","431","382","397","334","346","444","419","367","495","295","178","622","266","536","443","370","616","176","402","377","174","572"
"40","412","35","24","17","2","1544","0","0","0","0","0","0","0","0","0","1285","0","0","0","0","0","0","0","0","0","0","0","5","486","6","11","5","762","510","738","518","0","0","722","0","461","0","751","0","330","0","0","0","907","0","715","510","620","511","506","716","591","597","770","436","216","998","444","760","748","472","948","258","625","545","283","844"
"40","413","35","24","17","2","1314","0","0","0","0","0","0","0","0","0","1092","0","0","0","0","0","0","0","0","0","0","0","1","396","3","3","2","683","414","657","419","0","0","644","0","355","0","680","0","257","0","0","0","797","0","627","442","517","486","440","617","528","523","712","330","173","886","404","649","602","464","841","209","568","469","268","743"
"40","414","35","24","17","2","1277","0","0","0","0","0","0","0","0","0","1026","0","0","0","0","0","0","0","0","0","0","0","3","423","7","12","3","569","444","549","444","0","0","551","0","398","0","565","0","295","0","0","0","684","0","541","457","469","449","455","532","504","458","606","364","168","814","337","628","598","385","729","248","466","488","216","717"
"40","415","35","24","17","2","1404","0","0","0","0","0","0","0","0","0","974","0","0","0","0","0","0","0","0","0","0","0","3","489","5","13","6","446","495","445","487","0","0","446","0","438","0","463","0","357","0","0","0","561","0","427","508","525","348","487","438","531","375","583","338","143","774","319","603","468","459","655","259","390","504","261","610"
"40","416","35","24","17","2","1427","0","0","0","0","0","0","0","0","0","1218","0","0","0","0","0","0","0","0","0","0","0","4","448","8","8","1","732","490","700","492","0","0","677","0","415","0","723","0","307","0","0","0","865","0","693","469","574","525","480","685","551","572","697","439","192","947","411","742","747","411","941","200","608","517","242","864"
"40","417","35","24","17","2","1479","0","0","0","0","0","0","0","0","0","1129","0","0","0","0","0","0","0","0","0","0","0","3","519","4","16","6","567","523","577","521","0","0","568","0","448","0","595","0","344","0","0","0","736","0","533","562","577","436","544","540","577","450","656","403","172","881","328","729","619","457","768","287","477","560","293","723"
"40","418","35","24","17","2","1576","0","0","0","0","0","0","0","0","0","1141","0","0","0","0","0","0","0","0","0","0","0","6","530","6","10","4","572","530","578","534","0","0","568","0","488","0","568","0","377","0","0","0","707","0","535","570","602","417","548","544","563","483","680","391","198","885","364","720","591","500","779","298","485","573","306","712"
"40","419","35","24","17","2","1399","0","0","0","0","0","0","0","0","0","945","0","0","0","0","0","0","0","0","0","0","0","1","414","5","8","7","490","442","473","442","0","0","457","0","400","0","487","0","331","0","0","0","569","0","470","450","492","363","492","415","522","369","583","303","185","710","322","569","502","401","663","237","426","450","242","618"
"40","420","35","24","17","2","1238","0","0","0","0","0","0","0","0","0","1039","0","0","0","0","0","0","0","0","0","0","0","3","390","5","13","2","615","405","600","410","0","0","584","0","346","0","613","0","257","0","0","0","738","0","564","443","498","430","463","527","494","470","623","363","178","792","365","612","605","383","786","189","512","444","235","697"
"40","421","35","24","17","2","1049","0","0","0","0","0","0","0","0","0","910","0","0","0","0","0","0","0","0","0","0","0","1","289","7","10","2","591","301","581","308","0","0","565","0","258","0","591","0","170","0","0","0","700","0","580","300","476","357","369","505","435","414","587","284","191","664","372","499","589","281","721","138","493","354","208","629"
"40","422","35","24","17","2","1080","0","0","0","0","0","0","0","0","0","937","0","0","0","0","0","0","0","0","0","0","0","2","390","4","1","2","529","412","503","400","0","0","490","0","335","0","534","0","272","0","0","0","625","0","505","407","502","355","402","498","455","430","583","313","155","744","326","569","534","366","696","197","448","429","211","648"
"40","423","35","24","17","2","1241","0","0","0","0","0","0","0","0","0","839","0","0","0","0","0","0","0","0","0","0","0","6","440","2","17","4","357","447","359","435","0","0","366","0","416","0","362","0","336","0","0","0","448","0","375","436","458","285","402","392","418","351","475","317","159","634","225","569","419","388","510","274","326","460","230","514"
"40","424","35","24","17","2","1195","0","0","0","0","0","0","0","0","0","776","0","0","0","0","0","0","0","0","0","0","0","2","479","10","18","6","251","475","271","472","0","0","280","0","441","0","284","0","373","0","0","0","369","0","317","428","413","290","432","305","413","306","402","329","121","600","216","518","375","365","463","269","278","441","214","484"
"40","425","35","24","17","2","965","0","0","0","0","0","0","0","0","0","700","0","0","0","0","0","0","0","0","0","0","0","4","400","12","8","3","261","414","263","421","0","0","256","0","374","0","271","0","299","0","0","0","362","0","282","386","370","250","375","289","358","281","334","322","139","511","179","483","293","373","395","249","240","398","178","440"
"40","501","35","24","17","2","1305","0","0","0","0","0","0","0","0","0","1124","0","0","0","0","0","0","0","0","0","0","0","3","468","14","11","2","614","469","629","464","0","0","619","0","425","0","631","0","356","0","0","0","712","0","574","529","587","442","494","589","574","481","665","422","211","878","393","690","683","406","870","201","558","510","218","822"
"40","502","35","24","17","2","1271","0","0","0","0","0","0","0","0","0","1110","0","0","0","0","0","0","0","0","0","0","0","7","447","6","12","4","616","446","643","441","0","0","648","0","429","0","612","0","344","0","0","0","699","0","568","519","586","425","497","573","557","485","658","407","168","902","371","684","610","466","824","224","526","527","265","766"
"40","503","35","24","17","2","1302","0","0","0","0","0","0","0","0","0","1126","0","0","0","0","0","0","0","0","0","0","0","1","520","5","10","1","575","522","567","514","0","0","568","0","486","0","559","0","380","0","0","0","667","0","519","584","581","425","543","534","598","442","600","479","190","878","358","718","613","475","859","206","521","544","229","798"
"40","504","35","24","17","2","1033","0","0","0","0","0","0","0","0","0","858","0","0","0","0","0","0","0","0","0","0","0","6","343","2","14","1","485","339","492","344","0","0","490","0","301","0","486","0","216","0","0","0","580","0","430","402","409","351","374","434","427","349","491","319","152","662","297","506","493","321","631","173","414","383","195","562"
"40","505","35","24","17","2","1160","0","0","0","0","0","0","0","0","0","956","0","0","0","0","0","0","0","0","0","0","0","7","411","6","13","3","500","417","510","406","0","0","514","0","389","0","521","0","295","0","0","0","602","0","434","498","470","379","459","460","489","402","558","351","184","729","304","600","531","389","708","187","404","475","182","671"
"40","506","35","24","17","2","1043","0","0","0","0","0","0","0","0","0","840","0","0","0","0","0","0","0","0","0","0","0","11","368","6","12","5","427","387","430","370","0","0","440","0","350","0","435","0","287","0","0","0","498","0","389","419","396","346","386","409","438","345","490","310","117","680","274","527","438","366","582","209","378","402","164","582"
"40","507","35","24","17","2","1059","0","0","0","0","0","0","0","0","0","846","0","0","0","0","0","0","0","0","0","0","0","4","391","2","7","2","427","387","441","385","0","0","432","0","369","0","434","0","308","0","0","0","491","0","373","453","430","332","415","402","441","342","500","306","150","656","281","514","441","369","586","212","372","424","173","608"
"40","508","35","24","17","2","971","0","0","0","0","0","0","0","0","0","771","0","0","0","0","0","0","0","0","0","0","0","1","296","8","15","5","434","290","453","297","0","0","442","0","257","0","444","0","195","0","0","0","520","0","388","368","407","289","363","377","378","343","483","256","136","603","271","466","445","305","582","157","343","377","166","538"
"40","509","35","24","17","2","967","0","0","0","0","0","0","0","0","0","741","0","0","0","0","0","0","0","0","0","0","0","1","295","6","11","5","412","297","420","290","0","0","423","0","282","0","413","0","246","0","0","0","459","0","356","367","382","293","322","383","359","335","476","235","127","577","257","452","421","298","536","168","362","331","155","511"
"40","510","35","24","17","2","948","0","0","0","0","0","0","0","0","0","751","0","0","0","0","0","0","0","0","0","0","0","5","355","6","11","1","357","362","365","362","0","0","356","0","330","0","366","0","280","0","0","0","422","0","316","419","406","283","397","325","392","321","445","288","130","600","227","499","392","341","525","187","316","391","182","502"
"40","511","35","24","17","2","993","0","0","0","0","0","0","0","0","0","789","0","0","0","0","0","0","0","0","0","0","0","4","406","12","9","6","341","422","343","405","0","0","347","0","391","0","340","0","328","0","0","0","397","0","319","441","429","265","425","321","421","292","425","317","143","604","189","547","357","384","526","196","295","429","184","507"
"40","512","35","24","17","2","851","0","0","0","0","0","0","0","0","0","591","0","0","0","0","0","0","0","0","0","0","0","5","257","7","16","2","290","250","325","263","0","0","308","0","231","0","318","0","214","0","0","0","341","0","263","310","289","233","289","275","285","269","349","212","90","471","200","359","307","267","415","147","279","278","118","412"
"40","513","35","24","17","2","1031","0","0","0","0","0","0","0","0","0","779","0","0","0","0","0","0","0","0","0","0","0","2","341","6","15","8","391","360","390","362","0","0","385","0","331","0","393","0","268","0","0","0","463","0","349","409","397","318","360","393","426","302","466","284","126","627","245","506","388","367","536","202","350","389","177","531"
"40","514","35","24","17","2","899","0","0","0","0","0","0","0","0","0","745","0","0","0","0","0","0","0","0","0","0","0","5","300","8","7","2","411","293","422","284","0","0","425","0","267","0","432","0","235","0","0","0","458","0","368","365","369","305","360","354","379","319","490","225","136","574","258","451","406","319","532","175","317","386","159","519"
"40","515","35","24","17","2","920","0","0","0","0","0","0","0","0","0","678","0","0","0","0","0","0","0","0","0","0","0","2","340","6","8","3","306","335","313","327","0","0","313","0","307","0","314","0","261","0","0","0","361","0","286","356","333","256","310","321","337","272","387","248","111","526","206","426","361","274","432","192","262","352","165","435"
"40","516","35","24","17","2","1060","0","0","0","0","0","0","0","0","0","803","0","0","0","0","0","0","0","0","0","0","0","2","389","10","16","3","365","396","381","386","0","0","372","0","378","0","368","0","310","0","0","0","430","0","321","465","413","321","412","346","384","371","482","289","114","653","256","498","397","381","545","214","312","426","185","535"
"40","517","35","24","17","2","1373","0","0","0","0","0","0","0","0","0","1179","0","0","0","0","0","0","0","0","0","0","0","7","420","6","25","1","707","436","714","435","0","0","713","0","403","0","696","0","316","0","0","0","805","0","640","505","595","468","497","630","587","512","749","378","225","900","424","703","689","449","898","225","588","512","242","822"
"40","518","35","24","17","2","995","0","0","0","0","0","0","0","0","0","801","0","0","0","0","0","0","0","0","0","0","0","4","242","2","6","1","533","260","515","241","0","0","530","0","224","0","535","0","171","0","0","0","586","0","488","282","357","369","299","470","363","387","534","237","168","606","327","441","503","278","612","141","451","299","181","543"
"40","519","35","24","17","2","1244","0","0","0","0","0","0","0","0","0","1034","0","0","0","0","0","0","0","0","0","0","0","0","319","6","8","6","681","345","664","341","0","0","663","0","324","0","652","0","265","0","0","0","716","0","603","392","527","437","420","576","511","463","693","297","176","815","424","567","639","365","808","181","570","418","241","715"
"40","520","35","24","17","2","724","0","0","0","0","0","0","0","0","0","616","0","0","0","0","0","0","0","0","0","0","0","3","174","6","4","1","419","180","425","177","0","0","427","0","160","0","423","0","127","0","0","0","460","0","402","199","302","267","220","378","304","270","423","172","116","481","266","330","421","181","519","71","351","229","134","430"
"40","521","35","24","17","2","1085","0","0","0","0","0","0","0","0","0","888","0","0","0","0","0","0","0","0","0","0","0","1","257","6","16","4","592","266","595","277","0","0","579","0","260","0","577","0","205","0","0","0","633","0","555","304","448","388","338","516","421","424","617","234","171","688","432","429","558","306","706","145","520","332","252","577"
"40","522","35","24","17","2","1046","0","0","0","0","0","0","0","0","0","845","0","0","0","0","0","0","0","0","0","0","0","3","362","8","10","6","438","373","455","379","0","0","440","0","348","0","450","0","295","0","0","0","503","0","442","382","427","338","404","408","468","321","502","308","193","606","285","521","444","370","642","151","401","396","178","580"
"40","523","35","24","17","2","857","0","0","0","0","0","0","0","0","0","678","0","0","0","0","0","0","0","0","0","0","0","2","356","9","15","3","281","352","299","366","0","0","288","0","327","0","295","0","280","0","0","0","345","0","256","389","377","221","397","247","411","217","363","279","143","503","179","462","291","360","445","178","245","378","185","416"
"40","524","35","24","17","2","1100","0","0","0","0","0","0","0","0","0","845","0","0","0","0","0","0","0","0","0","0","0","1","562","15","20","2","228","558","231","555","0","0","240","0","496","0","242","0","417","0","0","0","318","0","209","601","422","283","447","312","462","282","304","458","176","601","147","620","323","475","470","296","209","540","158","545"
"40","525","35","24","17","2","1073","0","0","0","0","0","0","0","0","0","812","0","0","0","0","0","0","0","0","0","0","0","5","548","14","15","7","209","539","219","550","0","0","209","0","497","0","206","0","386","0","0","0","305","0","204","558","398","261","439","288","455","249","289","449","169","572","143","592","282","486","446","281","195","516","148","505"
"40","526","35","24","17","2","1022","0","0","0","0","0","0","0","0","0","762","0","0","0","0","0","0","0","0","0","0","0","2","503","8","21","1","214","487","233","498","0","0","226","0","440","0","231","0","344","0","0","0","316","0","212","523","385","251","411","286","440","240","300","411","121","577","152","546","282","439","430","266","197","489","137","500"
"40","527","35","24","17","2","1389","0","0","0","0","0","0","0","0","0","970","0","0","0","0","0","0","0","0","0","0","0","1","594","13","31","4","311","599","309","584","0","0","312","0","494","0","321","0","411","0","0","0","399","0","262","654","430","355","460","397","518","303","406","485","171","688","178","684","403","501","518","342","268","580","175","618"
"40","528","35","24","17","2","1378","0","0","0","0","0","0","0","0","0","710","0","0","0","0","0","0","0","0","0","0","0","1","428","8","26","0","235","406","230","383","0","0","235","0","303","0","250","0","287","0","0","0","243","0","159","517","280","254","331","254","337","247","325","304","129","493","150","454","273","376","318","286","172","419","130","388"
"40","529","35","24","17","2","1073","0","0","0","0","0","0","0","0","0","731","0","0","0","0","0","0","0","0","0","0","0","0","457","7","16","0","241","444","233","428","0","0","244","0","386","0","242","0","313","0","0","0","300","0","213","488","361","240","386","275","399","233","301","366","148","512","150","501","316","377","418","237","195","444","125","474"
"40","M10","35","24","17","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","1","0","1","0","1","0","0","1"
"40","M14","35","24","17","2","203","0","0","0","0","0","0","0","0","0","147","0","0","0","0","0","0","0","0","0","0","0","1","39","1","2","1","101","36","103","39","0","0","97","0","35","0","102","0","36","0","0","0","99","0","100","43","84","53","55","87","76","62","109","32","35","105","69","72","105","35","114","26","95","41","45","91"
"40","M19","37","24","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","M20","35","24","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","M22","35","24","17","2","718","0","0","0","0","0","0","0","0","0","554","0","0","0","0","0","0","0","0","0","0","0","0","203","1","2","3","337","206","330","211","0","0","324","0","187","0","333","0","162","0","0","0","366","0","336","203","302","208","223","299","309","202","369","156","119","397","225","300","330","204","420","99","320","195","152","352"
"40","M23","35","24","17","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","M25","35","24","17","2","5","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","1","0","0","3","0","0","0","4","0","0","0","0","0","4","0","4","0","4","0","0","4","2","1","2","2","2","2","2","2","4","0","4","0","4","0","2","2"
"40","M3","35","24","17","2","991","0","0","0","0","0","0","0","0","0","782","0","0","0","0","0","0","0","0","0","0","0","3","348","7","10","5","391","359","408","356","0","0","401","0","329","0","415","0","268","0","0","0","485","0","396","368","381","327","327","423","411","324","421","325","160","581","254","493","410","353","568","177","342","400","172","537"
"40","M5","35","24","17","2","1290","0","0","0","0","0","0","0","0","0","1020","0","0","0","0","0","0","0","0","0","0","0","5","318","4","18","2","656","325","667","316","0","0","662","0","306","0","640","0","220","0","0","0","761","0","635","358","533","389","387","592","520","431","639","326","202","772","397","571","645","342","772","194","581","381","238","681"
"40","M6","35","24","17","2","1120","0","0","0","0","0","0","0","0","0","928","0","0","0","0","0","0","0","0","0","0","0","1","377","4","16","1","518","387","512","370","0","0","527","0","332","0","513","0","224","0","0","0","643","0","491","390","417","385","365","504","418","412","491","370","144","718","272","597","458","429","672","190","405","432","185","626"
"40","M7","35","24","17","2","832","0","0","0","0","0","0","0","0","0","732","0","0","0","0","0","0","0","0","0","0","0","1","277","3","8","3","432","296","426","285","0","0","424","0","259","0","430","0","225","0","0","0","480","0","413","294","352","310","280","428","352","331","436","263","122","574","245","467","423","286","545","144","366","321","159","498"
"40","CNTYTOT","5112","3504","2482","NULL","158603","0","0","0","0","0","0","0","0","0","126818","0","0","0","0","0","0","0","0","0","0","0","420","61258","1085","1776","460","59967","62216","60262","62211","0","0","59462","0","56231","0","60782","0","44820","0","0","0","73151","0","56530","66011","64321","48139","60371","59502","65465","51312","68127","51525","21586","97921","37737","81719","64530","56964","87709","30842","51575","65367","27178","85371"
