"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSDEM01","ASSDEM02","ASSGRN01","ASSIND01","ASSLIB01","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGREP01","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_14_N","PR_14_Y","PR_15_N","PR_15_Y","PR_16_N","PR_16_Y","PR_17_N","PR_17_Y","PR_18_N","PR_18_Y","PR_19_N","PR_19_Y","PR_20_N","PR_20_Y","PR_21_N","PR_21_Y","PR_22_N","PR_22_Y","PR_23_N","PR_23_Y","PR_24_N","PR_24_Y","PR_25_N","PR_25_Y","SENAIP01","SENDEM01","SENDEM02","SENLIB01","SENREP01"
"42","40-4075","35","24","19","2","16","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","14","0","1","0","14","0","1","0","0","0","14","13","2","15","0","13","2","14","1","14","1","14","1","2","13","15","0","2","13","13","2","12","3","15","0","0","2","0","0","13"
"42","40-4076","35","24","19","2","44","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","32","0","11","0","33","0","11","0","0","0","32","32","9","33","10","36","7","32","12","37","7","25","13","14","29","36","8","8","34","34","10","26","16","32","11","0","12","0","0","31"
"42","40-4087","35","24","19","2","40","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","19","0","17","0","17","0","17","0","0","0","19","22","13","22","12","26","7","20","15","26","9","23","10","14","20","24","10","11","23","28","6","17","16","26","8","0","17","0","0","17"
"42","40-4088","35","24","19","2","86","0","0","0","0","0","0","0","0","0","72","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","56","0","18","0","52","0","21","0","0","2","49","55","14","62","9","62","7","51","21","61","10","56","15","31","38","58","12","19","52","53","18","44","26","58","12","0","19","0","0","51"
"42","40-4090","35","24","19","2","407","0","0","0","0","0","0","0","0","0","374","0","0","0","0","0","0","0","0","0","0","0","107","0","0","0","0","261","0","130","0","242","1","137","2","1","0","226","239","125","275","91","282","82","228","136","285","81","226","133","183","178","287","74","123","239","274","89","222","132","256","98","0","133","0","0","235"
"42","40-4091","35","24","19","2","290","0","0","0","0","0","0","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","116","0","0","0","0","118","0","127","0","109","0","136","0","4","0","97","124","105","134","100","141","91","107","127","148","85","113","115","141","90","146","83","73","159","150","83","115","116","133","92","0","134","0","0","95"
"42","40-4092","35","24","19","2","16","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","6","0","2","0","7","0","3","0","0","0","6","5","4","5","4","6","3","5","4","6","3","5","4","8","1","8","1","6","3","7","2","5","4","8","1","0","2","0","0","7"
"42","40-7410","35","24","19","2","4126","0","0","0","0","0","0","0","0","0","3789","0","0","0","0","0","0","0","0","0","0","0","1125","0","0","0","0","2575","0","1296","0","2429","24","1423","9","51","6","2227","2528","1143","2749","952","2862","806","2396","1290","2902","799","2361","1263","1768","1851","2914","723","1055","2609","2870","790","2081","1528","2608","987","0","1355","0","0","2309"
"42","40-9010","35","24","19","2","3024","0","0","0","0","0","0","0","0","0","2657","0","0","0","0","0","0","0","0","0","0","0","844","0","0","0","0","1758","0","983","0","1641","12","1041","8","45","9","1504","1674","903","1853","742","1978","594","1593","1000","1961","649","1614","938","1358","1180","1942","624","857","1708","1891","680","1348","1200","1819","700","0","1039","0","0","1528"
"42","40-9030","35","24","19","2","739","0","0","0","0","0","0","0","0","0","672","0","0","0","0","0","0","0","0","0","0","0","209","0","0","0","0","451","0","242","0","418","1","272","4","12","2","372","450","201","499","160","526","130","414","246","520","142","422","224","328","312","493","156","173","482","516","138","369","281","468","174","0","264","0","0","384"
